id,file,model,scheme,run,alpha,item_idx,gsm8k_index,gold,old_score,new_score,old_parsed_answer,parsed_answer,eos,failure_flagged
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i5,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,5,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i11,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,11,96,3,0,1,,3,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i40,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,40,134,720,0,1,,720,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,65,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i92,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,92,95,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i99,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,99,135,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i101,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,101,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i109,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,109,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i125,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,125,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,137,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i147,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,147,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i160,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,160,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i162,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,162,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i169,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,169,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i170,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,170,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i174,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,174,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i176,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,176,134,720,0,1,,720,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i194,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,194,14,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714|a8.0|i198,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r4_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r4,8.0,198,95,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,10,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i44,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,44,135,40,0,1,,40,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i74,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,74,81,17,0,1,,17,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i75,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,75,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i79,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,79,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i128,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,128,102,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i156,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,156,169,120,0,1,,120,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i173,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,173,68,36,0,1,,36,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-10.0|i199,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-10.0,199,168,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i7,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-8.0,7,91,28,0,1,,28,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i124,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-8.0,124,159,15,0,1,,15,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i133,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-8.0,133,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i138,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-8.0,138,190,360,0,1,,360,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-8.0|i153,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-8.0,153,66,48,0,1,,48,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-6.0|i7,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-6.0,7,91,28,0,1,,28,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-6.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-6.0,10,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-4.0|i102,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-4.0,102,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-4.0|i133,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-4.0,133,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-2.0|i37,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-2.0,37,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-2.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-2.0,65,130,30,0,1,,30,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-2.0|i102,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-2.0,102,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-2.0|i109,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-2.0,109,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a-2.0|i181,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,-2.0,181,10,366,0,1,,366,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i23,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,23,57,83,0,1,,83,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i37,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,37,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i42,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,42,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i47,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,47,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i102,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,102,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i104,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,104,21,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i109,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,109,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i149,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,149,21,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714|a0.0|i181,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r5_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r5,0.0,181,10,366,0,1,,366,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,10,158,34,0,1,,34,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i18,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,18,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i32,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,32,172,51,0,1,,51,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i39,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,39,100,175,0,1,,175,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i40,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,40,58,57,0,1,,57,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i43,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,43,174,95,0,1,,95,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i48,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,48,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i63,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,63,56,3,0,1,,3,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,65,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i72,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,72,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i88,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,88,152,4,0,1,,4,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i92,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,92,190,360,0,1,,360,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i98,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,98,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i117,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,117,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i123,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,123,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i138,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,138,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i144,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,144,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i152,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,152,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i165,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,165,152,4,0,1,,4,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a0.0|i167,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,0.0,167,100,175,0,1,,175,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i5,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,5,93,36,0,1,,36,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i10,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,10,158,34,0,1,,34,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i18,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,18,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i20,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,20,10,366,0,1,,366,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i31,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,31,10,366,0,1,,366,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714|a2.0|i47,SteerQuant_Meta-Llama-3-1-8B-Instruct_w4a16_bnb_nf4_sentiment_L16_r1_COMPLETE_20260714.json,meta-llama/Meta-Llama-3.1-8B-Instruct,w4a16_bnb_nf4,r1,2.0,47,50,294,0,1,,294,1,False
